OrphaCode,Name,DisorderType,ClassificationLevel,Definition
96109,Distal trisomy 22q,Malformation syndrome,Disorder,"Distal trisomy 22q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 22, with variable phenotype principally characterized by varying degrees of intellectual disabilty and developmental delay, pre- and postnatal growth deficiency, hypotonia, and craniofacial dysmorphism (incl. microcephaly, hypertelorism, narrow and upslanted palpebral fissures, epicanthic folds, low-set dysplastic ears, broad and depressed nasal bridge, cleft lip an/or palate, long philtrum, retro/micrognathia). Congenital heart defects, as well as cerebral, skeletal, renal and genital anomalies, have also been reported."
96098,Distal trisomy 6q,Malformation syndrome,Disorder,"Distal trisomy 6q is a rare chromosomal anomaly syndrome resulting from the partial duplication of the long arm of chromosome 6, with highly variable phenotype, typically characterized by growth and developmental delay, intellectual disability, craniofacial dysmorphism (microcephaly, flat facial profile, frontal bossing, hypertelorism, downward-slanting palpebral fissures, flat nasal bridge, anteverted nares, bow shaped mouth, micrognathia), short webbed neck and joint contractures. Cardiac, urogenital, ophthalmologic and hand and foot anomalies, as well as umbilical hernia, spasticity, and seizures, are other features that have been reported."
96097,Distal trisomy 5q,Malformation syndrome,Disorder,"Distal trisomy 5q is a rare chromosomal anomaly syndrome, resulting from a partial duplication of the long arm of chromosome 5, characterized by short stature, moderate intellectual disability, and craniofacial dysmorphism (microcephaly, flat facies, large, low-set dysplastic ears, down-slanted, almond-shaped palpebral fissures, hypertelorism, epicanthal folds, small nose, long philtrum, small mouth with thin upper lip, and micrognathia). Patients also frequently present speech and cognitive delay, cardiac (ventriculomegaly, ventricular septum defect) and skeletal abnormalities (craniosynostosis, radial agenesis, ulnar hypoplasia, brachydactyly) and genital malformations (hypospadias, cryptorchidism)."
96096,Distal trisomy 4q,Malformation syndrome,Disorder,"Distal trisomy 4q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 4, with highly variable phenotype typically characterized by psychomotor delay, intellectual disability, craniofacial dysmorphism (microcephaly, low-set, prominent ears, downslanting palpebral fissures, hypertelorism, epicanthic folds, broad, prominent nasal bridge, high arched and cleft palate, micro-/retrognathia), seizures, as well as tooth and digital anomalies (clinodactyly, polydactyly). Cardiac malformations, renal anomalies, cryptorchidism, hypotonia and hearing impairment have also been reported."
96103,Distal trisomy 11q,Malformation syndrome,Disorder,"Distal trisomy 11q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 11, with high phenotypic variability principally characterized by craniofacial dysmorphism (brachycephaly/plagiocephaly, low-set, posteriorly rotated ears, short philtrum, micrognathia) and intellectual disability. Short stature and seizures, as well as cardiac (e.g. atrial septal defect), skeletal (incl. brachy/syndactyly) and genital (e.g. micropenis, cryptorchidism) abnormalities may also be associated. Neurodevelopmental anomalies (pain insensitivity, sensorineural hearing loss, expressive language deficiency) and neuropsychiatric disorders (autistic features, auditory hallucination, self-talking) have also been reported."
96102,Distal trisomy 10q,Malformation syndrome,Disorder,"Distal trisomy of the long arm of chromosome 10 (10q) is characterized by pre- and postnatal growth retardation, a pattern of specific facial features, hypotonia, and developmental and psychomotor delay."
96101,Distal trisomy 9q,Malformation syndrome,Disorder,"Distal trisomy 9q is a rare chromosomal anomaly, resulting from the partial trisomy of the long arm of chromosome 9, with a variable phenotype mostly characterized by psychomotor and speech delay, intellectual disability, hypotonia, long narrow habitus, craniofacial dysmorphism (incl. micro/dolichocephaly, facial asymmetry, narrow palpebral fissures, deep-set eyes, strabismus, microphthalmia, abnormally shaped ears, microstomia, micro/retrognathia) and hand and feet anomalies (incl. arachnodactyly, camptodactyly, abnormal implantation of digits). Congenital flexion contractures and limited joint movements have also been observed."
96100,Distal trisomy 8q,Malformation syndrome,Disorder,"Distal trisomy 8q is a rare chromosomal anomaly syndrome resulting from the partial duplication of the long arm of chromosome 8, with a highly variable phenotype, typically characterized by growth and developmental delay, intellectual disability, short stature, craniofacial dysmorphism (microcephaly, prominent forehead, hypertelorism, abnormal palpebral fissures, low-set, large ears, anteverted tip of nose, micro/retrognathia), congenital heart defects and skeletal and limb anomalies. Other reported features include ophthalmologic abnormalities (e.g. megalocornea), cryptorchidism, hypertrichosis, and neurologic manifestations (e.g. hypotonia, hearing loss, and seizures)."
96094,Distal trisomy 2q,Malformation syndrome,Disorder,"Distal trisomy 2q is a rare chromosomal anomaly, resulting from the partial duplication of the long arm of chromosome 2, characterized by moderate psychomotor delay, mild intellectual disability, facial dysmorphism (high hairline, prominent forehead, hypertelorism, upslanting palpebral fissures, large, low-set and/or posteriorly rotated ears, depressed/broad nasal bridge, prominent nasal tip, thin upper lip vermillion), clino-/camptodactyly and normal or increased body measurements. On occasion genital anomalies (hypospadias, cryptorchidism, shawl scrotum) and short stature may be observed."
96095,3q26 microduplication syndrome,Malformation syndrome,Disorder,"3q26 microduplication syndrome is a rare chromosomal anomaly characterized by prenatal and postnatal growth retardation, developmental delay, intellectual impairment, dysmorphic signs and variable combination of congenital anomalies, including cardiovascular, genitourinary and skeletal anomalies and spectrum of caudal malformations."
96092,8p inverted duplication/deletion syndrome,Malformation syndrome,Disorder,"A rare chromosomal anomaly clinically characterized by mild to severe intellectual disability, severe developmental delay (psychomotor and speech development), hypotonia with tendency to later develop progressive hypertonia, and characteristic facial features. The main congenital anomalies associated include central nervous system (CNS) malformations such as hypoplasia/agenesis of the corpus callosum (80%), skeletal abnormalities such as scoliosis/kyphosis or dislocated hips (60%), and congenital heart defects (25%)."
96072,4p16.3 microduplication syndrome,Malformation syndrome,Disorder,"4p16.3 microduplication syndrome is a rare genetic syndrome that results from the partial duplication of the short arm of chromosome 4. It has a highly variable phenotype, principally characterized by psychomotor and language delay, seizures and dysmorphic features such as high forehead with frontal bossing, hypertelorism, prominent glabella, long narrow palpebral fissures, low set ears and short neck. Eye abnormalities (glaucoma, irregular iris pigmentation, hyperopia) have also been reported."
96074,Distal trisomy 7p,Malformation syndrome,Disorder,"Distal trisomy 7p is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 7, with highly variable phenotype typically characterized by severe to profound psychomotor delay, intellectual disability, dysmorphic features (incl. dolichocephaly, microbrachycephaly, high and/or broad forehead, large anterior fontanel, hypertelorism, downslanting palpebral fissures, low-set, dysplastic ears, low, broad and prominent nasal bridge, abnormal palate, micro-/retrognathia), and hypotonia. Cardiovascular, gastrointestinal, skeletal and urogenital anomalies have commonly been reported."
96076,Beckwith-Wiedemann syndrome due to 11p15 microduplication,Etiological subtype,Subtype of disorder,"Distal trisomy 7p is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 7, with highly variable phenotype typically characterized by severe to profound psychomotor delay, intellectual disability, dysmorphic features (incl. dolichocephaly, microbrachycephaly, high and/or broad forehead, large anterior fontanel, hypertelorism, downslanting palpebral fissures, low-set, dysplastic ears, low, broad and prominent nasal bridge, abnormal palate, micro-/retrognathia), and hypotonia. Cardiovascular, gastrointestinal, skeletal and urogenital anomalies have commonly been reported."
96078,16p13.3 microduplication syndrome,Malformation syndrome,Disorder,"16p13.3 microduplication syndrome is a rare chromosomal anomaly syndrome resulting from a partial duplication of the short arm of chromosome 16 and manifesting with a variable phenotype which is mostly characterized by: mild to moderate intellectual deficit and developmental delay (particularly speech), normal growth, short, proximally implanted thumbs and other hand and feet malformations (such as camptodactyly, syndactyly, club feet), mild arthrogryposis and characteristic facies (upslanting, narrow palpebral fissures, hypertelorism, mid face hypoplasia, bulbous nasal tip and low set ears). Other reported manifestations include cryptorchidism, inguinal hernia and behavioral problems."
96069,Distal trisomy 1p36,Malformation syndrome,Disorder,"Distal trisomy 1p36 is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 1, characterized by borderline to mild intellectual disability, mild developmental delay, metopic craniosynostosis and mild craniofacial dysmorphism (incl. slopping forehead, bitemporal narrowing, blepharophimosis). Other associated abnormalities may include growth retardation, microcephaly, large hands, syndactyly, supernumerary ribs, rectal stenosis and/or anterior displacement of anus. Congenital heart malformations (e.g. atrial septal defect, patent ductus arteriosus) have also been reported."
96068,Mosaic trisomy 22,Malformation syndrome,Disorder,"Mosaic trisomy 22 is a rare chromosomal anomaly syndrome, with a highly variable phenotype, principally characterized by prenatal and postnatal growth delay, mild to severe intellectual disability, hemiatrophy, webbed neck, ocular and cutaneous pigmentary anomalies, craniofacial dysmorphic features (e.g. microcephaly, upslanted palpebral fissures, ptosis, ear malformations, flat nasal bridge, micrognathia) and cardiac abnormalities (including ventricular and atrial septal defect, pulmonary or aortic stenosis). Hearing loss and limb malformations (e.g. cubitus valgus, syn/brachydactyly), as well as renal and genital anomalies, have also been reported."
96071,Distal trisomy 3p,Malformation syndrome,Disorder,"Distal trisomy 3p is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 3, with highly variable phenotype principally characterized by craniofacial dysmorphism (incl. brachy-/microcephaly, square facies, frontal bossing, bitemporal indentation, hypertelorism/telecanthus, low-set and/or dysmorphic ears, short nose with broad, flat nasal bridge, prominent cheeks and philtrum, downturned corners of mouth, micrognathia/retrognathia, short neck) associated with psychomotor delay, moderate to severe intellectual disability, cardiac (e.g. patent ductus arteriosus) and urogenital (e.g. renal hypoplasia, hypogenitalism) abnormalities, as well as seizures and presence of whorls on fingers."
96070,Distal trisomy 2p,Malformation syndrome,Disorder,"Distal trisomy 2p is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the short arm of chromosome 2, with a highly variable phenotype principally characterized by pre- and post-natal growth failure, global developmental delay, facial dysmorphism (incl. high forehead/frontal bossing, abnormal ear shape and/or position, hypertelorism/telecanthus, broad/depressed nasal bridge) and ocular anomalies (e.g. exophthalmos, retinal hypopigmentation, optic nerve and foveal hypoplasia). Other reported anomalies include generalized hypotonia, pectus excavatum, long fingers and toes, syndactyly, congenital heart (e.g. ventricular and atrial septal defects) and neural tube defects, seizures, pulmonary hypoplasia, diaphragmatic hernia and urogenital anomalies."
96059,Mosaic trisomy 4,Malformation syndrome,Disorder,"Mosaic Trisomy 4 is a rare autosomal anomaly, due to the presence of an extra copy of chromosome 4 in a fraction of all cells, with a variable phenotype characterized by intrauterine growth retardation, low birth weight/length/OFC, mild intellectual deficit, congenital heart defects, hypertrophic cardiomyopathy, dysmorphic features (asymmetry of the face, eyebrow anomalies, low-set, posteriorally rotated, dysplastic ears, micro-/retrognathia), characteristic thumb abnormalities (aplasia, hypoplasia) and skin abnormalities (hypo/hyperpigmentation). Delayed puberty may be associated."
96060,Mosaic trisomy 5,Malformation syndrome,Disorder,"Mosaic trisomy 5 is a rare chromosomal anomaly syndrome with a variable phenotype ranging from clinically normal to patients presenting intrauterine growth retardation, congenital heart anomalies (mainly ventricular septal defect), multiple dysmorphic features (e.g. hypertelorism, prominent nasal bridge) and other congenital anomalies (incl. eventration of diaphragm, agenesis of corpus callosum, cloverleaf skull, clinodactyly, anteriorly placed anus). Psychomotor development may be normal in spite of low growth parameters being associated."
96061,Mosaic trisomy 8,Malformation syndrome,Disorder,"A rare autosomal anomaly defined by the presence of three copies of chromosome 8 in some cells of the body, and clinically characterized by facial dysmorphism, typically deep palmar and plantar creases, mild intellectual deficit and joint, urinary, cardiac and skeletal anomalies."
96063,Mosaic trisomy 10,Malformation syndrome,Disorder,"Mosaic trisomy 10 is a rare chromosomal anomaly syndrome, with a highly variable phenotype, principally characterized by growth delay, craniofacial dysmorphism (incl. prominent forehead, hypertelorism, upslanting palpebral fissures, blepharophimosis, low-set malformed large ears, high arched palate, cleft lip/palate, retrognathia) and cardiac, renal and skeletal (e.g. radial ray defects, scoliosis) malformations, with death usually ocurring neonatally or in early infancy. Other reported features include central nervous system and ear anomalies, as well as facial clefts and anal atresia."
95717,Idiopathic congenital hypothyroidism,Disease,Disorder,Idiopathic congenital hypothyroidism is a type of primary congenital hypothyroidism (see this term) whose cause and prevalence are unknown.
95719,Thyroid hemiagenesis,Morphological anomaly,Disorder,"Thyroid hemiagenesis is a form of thyroid dysgenesis (see this term) characterized by an absence of half of the thyroid gland that is usually asymptomatic but may result in primary congenital hypothyroidism (see this term), a permanent thyroid deficiency that is present from birth."
95720,Thyroid hypoplasia,Morphological anomaly,Disorder,"Thyroid hypoplasia is a form of thyroid dysgenesis (see this term) characterized by incomplete development of the thyroid gland that results in primary congenital hypothyroidism (see this term), a permanent thyroid deficiency that is present from birth."
95721,OBSOLETE: Thyroid pyramidal lobe,Morphological anomaly,Disorder,"Thyroid hypoplasia is a form of thyroid dysgenesis (see this term) characterized by incomplete development of the thyroid gland that results in primary congenital hypothyroidism (see this term), a permanent thyroid deficiency that is present from birth."
95854,Levocardia,Morphological anomaly,Disorder,"A rare, congenital, non-syndromic, developmental defect during embryogenesis characterized by the heart located in the normal (levo) position associated with abdominal viscera located in the dextro position. Cardiac (e.g. interrupted inferior vena cava with azygous continuation) and/or splenic (asplenia, polysplenia) anomalies, as well as intestinal malrotation, are frequently associated."
96055,Tetrasomy 21,Malformation syndrome,Disorder,"Tetrasomy 21 is an extremely rare autosomal anomaly resulting from the presence of 4 copies of chromosome 21, characterized by features of trisomy 21 including developmental delay/intellectual disability, muscular hypotonia, short neck with redundant skin, brachycephaly, microcephaly, flat face, epicanthus, upslanted palpebral fissures, small ears, protruding tongue, single transverse palmar crease, brachydactyly, hypoplastic iliac wings, together with additional features such as prematurity, intrauterine growth retardation, high and broad forehead, hypertelorism. Haematological malignancies are also associated and may occur earlier than in trisomy 21."
597623,IRF2BPL-related regressive neurodevelopmental disorder-dystonia-seizures syndrome,Disease,Disorder,"Tetrasomy 21 is an extremely rare autosomal anomaly resulting from the presence of 4 copies of chromosome 21, characterized by features of trisomy 21 including developmental delay/intellectual disability, muscular hypotonia, short neck with redundant skin, brachycephaly, microcephaly, flat face, epicanthus, upslanted palpebral fissures, small ears, protruding tongue, single transverse palmar crease, brachydactyly, hypoplastic iliac wings, together with additional features such as prematurity, intrauterine growth retardation, high and broad forehead, hypertelorism. Haematological malignancies are also associated and may occur earlier than in trisomy 21."
597733,Oculocutaneous albinism type 8,Disease,Disorder,"Tetrasomy 21 is an extremely rare autosomal anomaly resulting from the presence of 4 copies of chromosome 21, characterized by features of trisomy 21 including developmental delay/intellectual disability, muscular hypotonia, short neck with redundant skin, brachycephaly, microcephaly, flat face, epicanthus, upslanted palpebral fissures, small ears, protruding tongue, single transverse palmar crease, brachydactyly, hypoplastic iliac wings, together with additional features such as prematurity, intrauterine growth retardation, high and broad forehead, hypertelorism. Haematological malignancies are also associated and may occur earlier than in trisomy 21."
597738,Luscan-Lumish syndrome,Malformation syndrome,Disorder,"Tetrasomy 21 is an extremely rare autosomal anomaly resulting from the presence of 4 copies of chromosome 21, characterized by features of trisomy 21 including developmental delay/intellectual disability, muscular hypotonia, short neck with redundant skin, brachycephaly, microcephaly, flat face, epicanthus, upslanted palpebral fissures, small ears, protruding tongue, single transverse palmar crease, brachydactyly, hypoplastic iliac wings, together with additional features such as prematurity, intrauterine growth retardation, high and broad forehead, hypertelorism. Haematological malignancies are also associated and may occur earlier than in trisomy 21."
597887,ALPI-related inflammatory bowel disease,Disease,Disorder,"Tetrasomy 21 is an extremely rare autosomal anomaly resulting from the presence of 4 copies of chromosome 21, characterized by features of trisomy 21 including developmental delay/intellectual disability, muscular hypotonia, short neck with redundant skin, brachycephaly, microcephaly, flat face, epicanthus, upslanted palpebral fissures, small ears, protruding tongue, single transverse palmar crease, brachydactyly, hypoplastic iliac wings, together with additional features such as prematurity, intrauterine growth retardation, high and broad forehead, hypertelorism. Haematological malignancies are also associated and may occur earlier than in trisomy 21."
93555,Mixed cryoglobulinemia type III,Etiological subtype,Subtype of disorder,"A clinico-serological subtype of mixed cryoglobulinemia syndrome, is an immune complex disorder, characterized by purpura, weakness and arthralgia and defined immunochemically by cryoglobulins containing both polyclonal IgGs and polyclonal IgMs."
93554,Mixed cryoglobulinemia type II,Etiological subtype,Subtype of disorder,"A clinico-serological subtype of mixed cryoglobulinemia syndrome, an immune complex disorder, characterized by purpura, weakness and arthralgia and defined immunochemically by cryoglobulins composed of polyclonal IgGs (autoantigens) and monoclonal IgM (autoantibody)."
93557,Light and heavy chain deposition disease,Clinical subtype,Subtype of disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by secretion of abnormal light and heavy chains, which are deposited in tissues and cause organ dysfunction, but do not form amyloid beta-pleated sheets or contain an amyloid P component. The condition most frequently occurs in association with multiple myeloma. The kidneys are most commonly affected (clinically manifesting as nephrotic syndrome and renal failure), but liver, heart, peripheral nerves, blood vessels, and joints may also be involved."
597939,Euthyroid dysprealbuminemic hyperthyroxinemia,Disease,Disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by secretion of abnormal light and heavy chains, which are deposited in tissues and cause organ dysfunction, but do not form amyloid beta-pleated sheets or contain an amyloid P component. The condition most frequently occurs in association with multiple myeloma. The kidneys are most commonly affected (clinically manifesting as nephrotic syndrome and renal failure), but liver, heart, peripheral nerves, blood vessels, and joints may also be involved."
93556,Heavy chain deposition disease,Clinical subtype,Subtype of disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by production of monoclonal immunoglobulins with truncated heavy chains and no detectable light chains, which are deposited in tissues and cause organ dysfunction, but do not form amyloid beta-pleated sheets or contain an amyloid P component. The condition frequently occurs in association with multiple myeloma. Patients most commonly present with renal involvement (manifesting as hypertension, progressive renal dysfunction, anemia, and nephrotic syndrome with microhematuria), but other organs (such as the liver or skin) may also be affected. Production of IgG1 or IgG3 isotypes results in hypercomplementemia."
597743,SETD2-related microcephaly-severe intellectual disability-multiple congenital anomalies syndrome,Malformation syndrome,Disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by production of monoclonal immunoglobulins with truncated heavy chains and no detectable light chains, which are deposited in tissues and cause organ dysfunction, but do not form amyloid beta-pleated sheets or contain an amyloid P component. The condition frequently occurs in association with multiple myeloma. Patients most commonly present with renal involvement (manifesting as hypertension, progressive renal dysfunction, anemia, and nephrotic syndrome with microhematuria), but other organs (such as the liver or skin) may also be affected. Production of IgG1 or IgG3 isotypes results in hypercomplementemia."
597746,Blepharophimosis-intellectual disability syndrome/genitopatellar overlap syndrome,Malformation syndrome,Disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by production of monoclonal immunoglobulins with truncated heavy chains and no detectable light chains, which are deposited in tissues and cause organ dysfunction, but do not form amyloid beta-pleated sheets or contain an amyloid P component. The condition frequently occurs in association with multiple myeloma. Patients most commonly present with renal involvement (manifesting as hypertension, progressive renal dysfunction, anemia, and nephrotic syndrome with microhematuria), but other organs (such as the liver or skin) may also be affected. Production of IgG1 or IgG3 isotypes results in hypercomplementemia."
597749,KAT6B-related multiple congenital anomalies syndrome,Clinical group,Group of disorders,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by production of monoclonal immunoglobulins with truncated heavy chains and no detectable light chains, which are deposited in tissues and cause organ dysfunction, but do not form amyloid beta-pleated sheets or contain an amyloid P component. The condition frequently occurs in association with multiple myeloma. Patients most commonly present with renal involvement (manifesting as hypertension, progressive renal dysfunction, anemia, and nephrotic syndrome with microhematuria), but other organs (such as the liver or skin) may also be affected. Production of IgG1 or IgG3 isotypes results in hypercomplementemia."
93552,Pediatric systemic lupus erythematosus,Disease,Disorder,"A rare, systemic, autoimmune disease characterized by inflammation in any organ system, with onset prior to adulthood, presenting highly variable clinical manifestations, which usually have a more aggressive course and higher rate of major organ involvement than adult-onset systemic lupus erythematosus, resulting in potential damage to a variety of organs (e.g. the skin, kidneys, lungs, nervous system)."
597874,MTHFS-related developmental delay-microcephaly-short stature-epilepsy syndrome,Disease,Disorder,"A rare, systemic, autoimmune disease characterized by inflammation in any organ system, with onset prior to adulthood, presenting highly variable clinical manifestations, which usually have a more aggressive course and higher rate of major organ involvement than adult-onset systemic lupus erythematosus, resulting in potential damage to a variety of organs (e.g. the skin, kidneys, lungs, nervous system)."
93562,AFib amyloidosis,Clinical subtype,Subtype of disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by fibrinogen A-alpha-chain amyloid deposition predominantly in the kidney glomeruli and clinically presenting with hypertension, uremia, nephrotic syndrome slowly progressing to end-stage renal disease. Extra-renal involvement is possible, due to neurological, cardiac, visceral and vascular amyloid deposition."
598216,Upper tract urothelial carcinoma,Disease,Disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by fibrinogen A-alpha-chain amyloid deposition predominantly in the kidney glomeruli and clinically presenting with hypertension, uremia, nephrotic syndrome slowly progressing to end-stage renal disease. Extra-renal involvement is possible, due to neurological, cardiac, visceral and vascular amyloid deposition."
93564,OBSOLETE: Pediatric polyarteritis nodosa,Clinical subtype,Subtype of disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by fibrinogen A-alpha-chain amyloid deposition predominantly in the kidney glomeruli and clinically presenting with hypertension, uremia, nephrotic syndrome slowly progressing to end-stage renal disease. Extra-renal involvement is possible, due to neurological, cardiac, visceral and vascular amyloid deposition."
598603,Facial dysmorphism-hypertrichosis-epilepsy-intellectual disability/developmental delay-gingival overgrowth syndrome,Malformation syndrome,Disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by fibrinogen A-alpha-chain amyloid deposition predominantly in the kidney glomeruli and clinically presenting with hypertension, uremia, nephrotic syndrome slowly progressing to end-stage renal disease. Extra-renal involvement is possible, due to neurological, cardiac, visceral and vascular amyloid deposition."
598363,Multisystem inflammatory syndrome in children and adults,Disease,Disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by fibrinogen A-alpha-chain amyloid deposition predominantly in the kidney glomeruli and clinically presenting with hypertension, uremia, nephrotic syndrome slowly progressing to end-stage renal disease. Extra-renal involvement is possible, due to neurological, cardiac, visceral and vascular amyloid deposition."
93558,Light chain deposition disease,Clinical subtype,Subtype of disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by deposition of abnormal immunoglobulin light chains in the kidneys, resulting in nephrotic syndrome and renal failure. Symptomatic extrarenal deposition is uncommon, although hepatic, cardiac, and neural deposits have been reported. The condition frequently occurs in association with multiple myeloma or in patients with M protein and marrow plasma cells at monoclonal gammopathy of undetermined significance levels."
93559,C3 deposition glomerulonephritis without proliferation,Disease,Disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by deposition of abnormal immunoglobulin light chains in the kidneys, resulting in nephrotic syndrome and renal failure. Symptomatic extrarenal deposition is uncommon, although hepatic, cardiac, and neural deposits have been reported. The condition frequently occurs in association with multiple myeloma or in patients with M protein and marrow plasma cells at monoclonal gammopathy of undetermined significance levels."
598164,FOXG1 syndrome due to intragenic alteration,Clinical subtype,Subtype of disorder,"A rare non-amyloid monoclonal immunoglobulin deposition disease characterized by deposition of abnormal immunoglobulin light chains in the kidneys, resulting in nephrotic syndrome and renal failure. Symptomatic extrarenal deposition is uncommon, although hepatic, cardiac, and neural deposits have been reported. The condition frequently occurs in association with multiple myeloma or in patients with M protein and marrow plasma cells at monoclonal gammopathy of undetermined significance levels."
93560,AApoAI amyloidosis,Clinical subtype,Subtype of disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by renal interstitial and medullary deposition of amyloid, low plasma levels of ApoA-1 and slow disease progression. Main clinical signs and symptoms are hypertension, proteinuria, hematuria and edema due to chronic renal insufficiency leading to end stage renal disease. Hepatosplenomegaly, progressive cardiomyopathy and involvement of skin, testes and adrenals (hypergonadotropic hypogonadism) have also been reported."
93561,ALys amyloidosis,Clinical subtype,Subtype of disorder,"A rare, hereditary amyloidosis with primary renal involvement characterized by amyloid deposition in the kidney glomeruli and medulla, gastrointestinal tract, liver, spleen and slow disease progression. Symptoms and signs include nausea, vomiting, dyspepsia, gastritis, gastrointestinal hemorrhage, abdominal pain, hepatic rupture, sicca syndrome, purpura and petechiae, lymphadenopathy and renal dysfunction."
93571,Dense deposit disease,Histopathological subtype,Subtype of disorder,"A histological subtype of C3 glomerulopathy characterized by C3 deposition in renal tissue in the absence or near-absence of immunoglobulin deposits, in a patient with the classic clinical features of glomerulonephritis and electron microscopic findings of highly electron-dense intra-membranous, osmiophilic deposits."
93573,Thrombotic microangiopathy,Clinical group,Group of disorders,"A histological subtype of C3 glomerulopathy characterized by C3 deposition in renal tissue in the absence or near-absence of immunoglobulin deposits, in a patient with the classic clinical features of glomerulonephritis and electron microscopic findings of highly electron-dense intra-membranous, osmiophilic deposits."
93566,OBSOLETE: Pediatric Sjögren syndrome,Clinical subtype,Subtype of disorder,"A histological subtype of C3 glomerulopathy characterized by C3 deposition in renal tissue in the absence or near-absence of immunoglobulin deposits, in a patient with the classic clinical features of glomerulonephritis and electron microscopic findings of highly electron-dense intra-membranous, osmiophilic deposits."
93567,OBSOLETE: Pediatric systemic sclerosis,Clinical subtype,Subtype of disorder,"A histological subtype of C3 glomerulopathy characterized by C3 deposition in renal tissue in the absence or near-absence of immunoglobulin deposits, in a patient with the classic clinical features of glomerulonephritis and electron microscopic findings of highly electron-dense intra-membranous, osmiophilic deposits."
93568,Juvenile polymyositis,Disease,Disorder,"A rare type of juvenile idiopathic inflammatory myopathy (IIM) characterized by an onset before 18 years of age of chronic skeletal muscle inflammation, manifesting as progressive, proximal and distal muscle weakness and atrophy."
93569,Polymyalgia rheumatica,Disease,Disorder,"A rare rheumatologic disease characterized by bilateral morning stiffness which lasts > 45-60 min of duration associated with a subacute-onset of severe pain with active movements, typically affecting the shoulders, proximal upper limbs, neck and/or, less commonly, the pelvic girdle and proximal aspects of thighs, which are exacerbated with inactivity and improve progressively over the day. Muscle tenderness, peripheral synovitis, arthritis, carpal tunnel syndrome or distal tenosynovitis, as well as non-specific symptoms, such as fatigue, asthenia, malaise, low-grade fever, anorexia and weight loss, may be associated. Acute phase reactants (erythrocyte sedimentation rate, C-reactive protein) are increased."
597201,TRIM22-related inflammatory bowel disease,Disease,Disorder,"A rare rheumatologic disease characterized by bilateral morning stiffness which lasts > 45-60 min of duration associated with a subacute-onset of severe pain with active movements, typically affecting the shoulders, proximal upper limbs, neck and/or, less commonly, the pelvic girdle and proximal aspects of thighs, which are exacerbated with inactivity and improve progressively over the day. Muscle tenderness, peripheral synovitis, arthritis, carpal tunnel syndrome or distal tenosynovitis, as well as non-specific symptoms, such as fatigue, asthenia, malaise, low-grade fever, anorexia and weight loss, may be associated. Acute phase reactants (erythrocyte sedimentation rate, C-reactive protein) are increased."
93443,Neonatal osteosclerotic dysplasia,Clinical group,Group of disorders,"A rare rheumatologic disease characterized by bilateral morning stiffness which lasts > 45-60 min of duration associated with a subacute-onset of severe pain with active movements, typically affecting the shoulders, proximal upper limbs, neck and/or, less commonly, the pelvic girdle and proximal aspects of thighs, which are exacerbated with inactivity and improve progressively over the day. Muscle tenderness, peripheral synovitis, arthritis, carpal tunnel syndrome or distal tenosynovitis, as well as non-specific symptoms, such as fatigue, asthenia, malaise, low-grade fever, anorexia and weight loss, may be associated. Acute phase reactants (erythrocyte sedimentation rate, C-reactive protein) are increased."
93442,Chondrodysplasia punctata,Clinical group,Group of disorders,"A rare rheumatologic disease characterized by bilateral morning stiffness which lasts > 45-60 min of duration associated with a subacute-onset of severe pain with active movements, typically affecting the shoulders, proximal upper limbs, neck and/or, less commonly, the pelvic girdle and proximal aspects of thighs, which are exacerbated with inactivity and improve progressively over the day. Muscle tenderness, peripheral synovitis, arthritis, carpal tunnel syndrome or distal tenosynovitis, as well as non-specific symptoms, such as fatigue, asthenia, malaise, low-grade fever, anorexia and weight loss, may be associated. Acute phase reactants (erythrocyte sedimentation rate, C-reactive protein) are increased."
